,0,1,2,3,4,sentence
1173,1254, the combination.,1317,ARTHUR,130, the combination.
1174,1255, i don't know it.,1317,FISCHER,130, i don't know it.
1175,1256, why does browning say you do,1317,ARTHUR,130, why does browning say you do
1176,1257, i don't know.,1317,FISCHER,130, i don't know.
1177,1258,just let me talk to him and i'll find out.,1318,FISCHER,130,just let me talk to him and i'll find out.
1178,1259,you have one hour.,1320,COBB,131,you have one hour.
1179,1260,start talking.,1320,COBB,131,start talking.
1180,1261, you all right,1322,FISHER,131, you all right
1181,1263,you okay,1323,COBB,131,you okay
1182,1264,those bastards have had at me for two days.,1323,BROWNING (EAMES),131,those bastards have had at me for two days.
1183,1265,they have someone with access to your father's office.,1324,BROWNING (EAMES),131,they have someone with access to your father's office.
1184,1266, they're trying to open his safe.,1324,BROWNING (EAMES),131, they're trying to open his safe.
1185,1267, yeah.,1324,FISHER,131, yeah.
1186,1268,"they thought i'd know the combination, but i don't know it.",1324,BROWNING (EAMES),131,"they thought i'd know the combination, but i don't know it."
1187,1269," yeah, well, neither do i, so...",1324,FISCHER,131," yeah, well, neither do i, so..."
1188,1270,"what.. maurice told me that when he passed, you were the only one able to open it.",1325,BROWNING,131,"what.. maurice told me that when he passed, you were the only one able to open it."
1189,1271,"no, he never gave me any combination.",1326,FISCHER,131,"no, he never gave me any combination."
1190,1272,maybe he did.,1327,BROWNING,131,maybe he did.
1191,1273,"i mean, maybe you just didn't know it was a combination.",1327,BROWNING,131,"i mean, maybe you just didn't know it was a combination."
1192,1274,"well, what, then",1328,FISCHER,131,"well, what, then"
1193,1275,"i don't know, some meaningful combination of numbers...",1329,BROWNING,131,"i don't know, some meaningful combination of numbers..."
1194,1276,...based on your experiences with maurice.,1329,BROWNING,131,...based on your experiences with maurice.
1195,1277,"we didn't have very many, uh, meaningful experiences together.",1330,FISCHER,131,"we didn't have very many, uh, meaningful experiences together."
1196,1278,perhaps after your mother died.,1331,BROWNING,131,perhaps after your mother died.
1197,1279,"after my mother died, you know what he told me",1332,FISCHER,131,"after my mother died, you know what he told me"
1198,1280,"robert, there's really nothing to be said.",1334,FISCHER,131,"robert, there's really nothing to be said."
1199,1281,"oh, well, he was bad with emotion.",1335,BROWNING,131,"oh, well, he was bad with emotion."
1200,1282,"i was 11, uncle peter.",1336,FISCHER,131,"i was 11, uncle peter."
1201,1283, how's he doing,1338,COBB,132, how's he doing
1202,1284, he's in a lot of pain.,1338,ARIADNE,132, he's in a lot of pain.
1203,1285,"when we get down to the lower levels, the pain will be less intense.",1341,COBB,132,"when we get down to the lower levels, the pain will be less intense."
1204,1286,and if he dies,1341,ARIADNE,132,and if he dies
1205,1287,worstcase scenario,1342,COBB,132,worstcase scenario
1206,1288,"when he wakes up, his mind is completely gone.",1342,COBB,132,"when he wakes up, his mind is completely gone."
1207,1289,"cobb, i'll still honor the arrangement.",1342,SAITO,132,"cobb, i'll still honor the arrangement."
1208,1290,"cobb i appreciate that, saito.",1343,COBB,132,"cobb i appreciate that, saito."
1209,1291,"but when you wake up, you won't even remember that we had an arrangement.",1344,COBB,132,"but when you wake up, you won't even remember that we had an arrangement."
1210,1292,limbo is gonna become your reality.,1345,COBB,132,limbo is gonna become your reality.
1211,1293,you're gonna be lost down there so long that you're gonna become an old man.,1346,COBB,132,you're gonna be lost down there so long that you're gonna become an old man.
1212,1294,filled with regret,1347,SAITO,132,filled with regret
1213,1295,waiting to die alone.,1348,COBB,132,waiting to die alone.
1214,1296,no.,1349,SAITO,132,no.
1215,1297,i'll come back.,1349,SAITO,132,i'll come back.
1216,1298,and we'll be young men together again.,1349,SAITO,132,and we'll be young men together again.
1217,1299,breathe.,1350,COBB,132,breathe.
1218,1300,these people are gonna kill us if we don't give them the combination.,1351,BROWNING,133,these people are gonna kill us if we don't give them the combination.
1219,1301, they just wanna ransom us.,1352,FISHER,133, they just wanna ransom us.
1220,1302, i heard them.,1352,BROWNING,133, i heard them.
1221,1303,"they're gonna lock us in that van, and then drive it into the river.",1353,BROWNING,133,"they're gonna lock us in that van, and then drive it into the river."
1222,1304,all right.,1354,FISHER,133,all right.
1223,1305,what is in the safe,1354,FISHER,133,what is in the safe
1224,1306,something for you.,1355,BROWNING,133,something for you.
1225,1307,maurice always said it was his most precious gift to you.,1355,BROWNING,133,maurice always said it was his most precious gift to you.
1226,1308, a will.,1357,FISHER,133, a will.
1227,1309, maurice's will is with port and dunn.,1357,FISHER,133, maurice's will is with port and dunn.
1228,1310,that's an alternate.,1357,BROWNING,133,that's an alternate.
1229,1311,this would supersede the other if you want it to.,1358,BROWNING,133,this would supersede the other if you want it to.
1230,1312,it splits up the component businesses of fischer morrow.,1358,BROWNING,133,it splits up the component businesses of fischer morrow.
1231,1313,it'd be the end of the entire empire as we know it.,1359,BROWNING,133,it'd be the end of the entire empire as we know it.
1232,1314,destroying my whole inheritance,1360,FISHER,133,destroying my whole inheritance
1233,1315, why would he suggest such a thing,1360,FISHER,133, why would he suggest such a thing
1234,1316, i just don't know.,1360,BROWNING,133, i just don't know.
1235,1317,"he loved you, robert.",1361,BROWNING,133,"he loved you, robert."
1236,1318,in his own way.,1361,BROWNING,133,in his own way.
1237,1319,in his own way.,1361,FISHER,133,in his own way.
1238,1320,at the end...,1362,FISHER,133,at the end...
1239,1321,...he called me in to his deathbed.,1363,FISHER,133,...he called me in to his deathbed.
1240,1322,he could barely speak.,1363,FISHER,133,he could barely speak.
1241,1323,but he took the trouble to tell me one last thing.,1364,FISHER,133,but he took the trouble to tell me one last thing.
1242,1324,he pulled me close.,1364,FISHER,133,he pulled me close.
1243,1325,and i could only make out...,1364,FISHER,133,and i could only make out...
1244,1326,...one word.,1364,FISHER,133,...one word.
1245,1327,disappointed.,1364,FISHER,133,disappointed.
1246,1329,when were you in limbo,1366,ARIADNE,134,when were you in limbo
1247,1330,you might have the rest of the team convinced to carry on with this job.,1368,ARIADNE,134,you might have the rest of the team convinced to carry on with this job.
1248,1331, but they don't know the truth.,1369,ARIADNE,134, but they don't know the truth.
1249,1332, truth,1369,COBB,134, truth
1250,1333,what truth,1369,COBB,134,what truth
1251,1334,"the truth that, at any minute, you might bring a freight train through the wall.",1370,ARIADNE,134,"the truth that, at any minute, you might bring a freight train through the wall."
1252,1335,the truth that mal is bursting through your subconscious.,1372,ARIADNE,134,the truth that mal is bursting through your subconscious.
1253,1336,"and the truth that, as we go deeper into fischer...",1373,ARIADNE,134,"and the truth that, as we go deeper into fischer..."
1254,1337,...we're also going deeper into you.,1374,ARIADNE,134,...we're also going deeper into you.
1255,1338,and i'm not sure we're gonna like what we find.,1376,ARIADNE,134,and i'm not sure we're gonna like what we find.
1256,1339,we were working together.,1377,COBB,134,we were working together.
1257,1340,we were exploring the concept of a dream within a dream.,1377,COBB,134,we were exploring the concept of a dream within a dream.
1258,1341,i kept pushing things.,1377,COBB,134,i kept pushing things.
1259,1342,i wanted to go deeper and deeper.,1377,COBB,134,i wanted to go deeper and deeper.
1260,1343,i wanted to go further.,1377,COBB,134,i wanted to go further.
1261,1344,i just didn't understand the concept that hours could turn into years down there...,1377,COBB,134,i just didn't understand the concept that hours could turn into years down there...
1262,1345,...that we could get trapped so deep...,1378,COBB,134,...that we could get trapped so deep...
1263,1346,...that when we wound up on the shore of our own subconscious...,1379,COBB,134,...that when we wound up on the shore of our own subconscious...
1264,1347,...we lost sight of what was real.,1381,COBB,134,...we lost sight of what was real.
1265,1348,we created.,1383,COBB,134,we created.
1266,1349,we built the world for ourselves.,1383,COBB,134,we built the world for ourselves.
1267,1350,we did that for years.,1384,COBB,134,we did that for years.
1268,1351,we built our own world.,1385,COBB,134,we built our own world.
1269,1352,how long were you stuck there,1386,ARIADNE,134,how long were you stuck there
1270,1353,something like 50 years.,1387,COBB,134,something like 50 years.
1271,1354,jesus.,1388,ARIADNE,134,jesus.
1272,1355,how could you stand it,1388,ARIADNE,134,how could you stand it
1273,1356,"it wasn't so bad at first, feeling like gods.",1389,COBB,134,"it wasn't so bad at first, feeling like gods."
1274,1357,the problem was knowing that none of it was real.,1392,COBB,134,the problem was knowing that none of it was real.
1275,1358,"eventually, it just became impossible for me to live like that.",1393,COBB,134,"eventually, it just became impossible for me to live like that."
1276,1359,and what about for her,1394,ARIADNE,134,and what about for her
1277,1360,"she had locked something away, something deep inside her.",1397,COBB,134,"she had locked something away, something deep inside her."
1278,1361,"a truth that she had once known, but chose to forget.",1399,COBB,134,"a truth that she had once known, but chose to forget."
1279,1362,limbo became her reality.,1401,COBB (V.O.),134,limbo became her reality.
1280,1363,what happened when you woke up,1402,ARIADNE,134,what happened when you woke up
1281,1364,"well, to wake up from that after years, after decades...",1403,COBB,134,"well, to wake up from that after years, after decades..."
1282,1365,...to become old souls thrown back into youth like that,1405,COBB,134,...to become old souls thrown back into youth like that
1283,1366,i knew something was wrong with her.,1406,COBB,134,i knew something was wrong with her.
1284,1367,she just wouldn't admit it.,1406,COBB,134,she just wouldn't admit it.
1285,1368,"eventually, she told me the truth.",1407,COBB,134,"eventually, she told me the truth."
1286,1369,she was possessed by an idea.,1408,COBB,134,she was possessed by an idea.
1287,1370,this one very simple idea that changed everything.,1409,COBB,134,this one very simple idea that changed everything.
1288,1371,that our world wasn't real.,1410,COBB,134,that our world wasn't real.
1289,1372,that she needed to wake up to come back to reality...,1410,COBB,134,that she needed to wake up to come back to reality...
1290,1373,...that in order to get back home...,1410,COBB,134,...that in order to get back home...
1291,1374,...we had to kill ourselves.,1410,COBB (V.O.),135,...we had to kill ourselves.
1292,1375, what about your children,1411,ARIADNE,136, what about your children
1293,1376, she thought they were projections...,1411,COBB,136, she thought they were projections...
1294,1377,...that our real children were waiting for us up there somewhere.,1413,COBB,136,...that our real children were waiting for us up there somewhere.
1295,1378,mal i'm their mother,1413,COBB,137,mal i'm their mother
1296,1379,calm down.,1413,COBB,137,calm down.
1297,1380,i can tell the difference.,1413,MAL,137,i can tell the difference.
1298,1381,"if this is my dream, why can't i control this",1415,COBB,137,"if this is my dream, why can't i control this"
1299,1382,you don't know you're dreaming,1416,MAL,137,you don't know you're dreaming
1300,1383,she was certain there was nothing i could do...,1417,COBB,137,she was certain there was nothing i could do...
1301,1384,"...no matter how much i begged, no matter how much i pleaded.",1419,COBB,137,"...no matter how much i begged, no matter how much i pleaded."
1302,1385,"she wanted to do it, but she could not do it alone.",1419,COBB (V.O.),137,"she wanted to do it, but she could not do it alone."
1303,1386,"she loved me too much, so she came up with a plan on our anniversary.",1420,COBB (V.O.),137,"she loved me too much, so she came up with a plan on our anniversary."
1304,1387," sweetheart, what are you doing",1434,COBB (V.O.),140," sweetheart, what are you doing"
1305,1388, join me.,1434,MAL,140, join me.
1306,1389,just... just step back inside.,1435,COBB,140,just... just step back inside.
1307,1390,all right,1435,COBB,140,all right
1308,1391,"just step back inside now, come on.",1435,COBB,140,"just step back inside now, come on."
1309,1392,no.,1436,MAL,140,no.
1310,1393,"i'm going to jump, and you're coming with me.",1436,MAL,140,"i'm going to jump, and you're coming with me."
1311,1394,"no, i'm not.",1437,COBB,140,"no, i'm not."
1312,1395,"now, you listen to me.",1437,COBB,140,"now, you listen to me."
1313,1396,"if you jump, you're not gonna wake up, remember",1437,COBB,140,"if you jump, you're not gonna wake up, remember"
1314,1397,you're gonna die.,1437,COBB,140,you're gonna die.
1315,1398,"now, just step back inside.",1437,COBB,140,"now, just step back inside."
1316,1399,come on.,1437,COBB,140,come on.
1317,1400,step back inside so we can talk about this.,1437,COBB,140,step back inside so we can talk about this.
1318,1401,we've talked enough.,1438,MAL,140,we've talked enough.
1319,1402, mal.,1439,COBB,140, mal.
1320,1403, come out onto the ledge...,1439,MAL,140, come out onto the ledge...
1321,1404,...or i'll jump right now.,1440,MAL,140,...or i'll jump right now.
1322,1405, okay.,1440,COBB,140, okay.
1323,1406,we're gonna talk about this.,1442,COBB,140,we're gonna talk about this.
1324,1407,all right,1442,COBB,140,all right
1325,1408, i'm asking you to take a leap of faith.,1443,MAL,140, i'm asking you to take a leap of faith.
1326,1409," no, honey.",1443,COBB,140," no, honey."
1327,1410,"no, i can't.",1445,COBB,140,"no, i can't."
1328,1411,you know i can't do that.,1445,COBB,140,you know i can't do that.
1329,1412,"take a second, think about our children.",1445,COBB,140,"take a second, think about our children."
1330,1413,think about james.,1445,COBB,140,think about james.
1331,1414,"think about phillipa, now.",1446,COBB,140,"think about phillipa, now."
1332,1415,"if i go without you, they'll take them away anyway.",1446,MAL,140,"if i go without you, they'll take them away anyway."
1333,1416, what does that mean,1447,COBB,140, what does that mean
1334,1417, i filed a letter with our attorney...,1447,MAL,140, i filed a letter with our attorney...
1335,1418,...explaining how i'm fearful for my safety.,1449,MAL,140,...explaining how i'm fearful for my safety.
1336,1419,how you've threatened to kill me.,1450,MAL,140,how you've threatened to kill me.
1337,1420, why did you do this,1451,COBB,140, why did you do this
1338,1421," i love you, dom.",1451,MAL (CONT'D),140," i love you, dom."
1339,1422,why did...,1451,COBB,140,why did...
1340,1423,why would you do this to me,1451,COBB,140,why would you do this to me
1341,1424,i've freed you from the guilt of choosing to leave them.,1452,MAL (CONT'D),140,i've freed you from the guilt of choosing to leave them.
1342,1425,we're going home to our real children.,1453,MAL (CONT'D),140,we're going home to our real children.
1343,1426,"oh, no, no, no, mal, you listen to me, all right",1456,COBB,140,"oh, no, no, no, mal, you listen to me, all right"
1344,1427,"mal, look at me, please",1456,COBB,140,"mal, look at me, please"
1345,1428,you're waiting for a train.,1456,MAL,140,you're waiting for a train.
1346,1429," mal, goddamn it, don't do this",1458,COBB,140," mal, goddamn it, don't do this"
1347,1430, a train that will take you far away.,1458,MAL,140, a train that will take you far away.
1348,1431,james and phillipa are waiting for you,1459,COBB,140,james and phillipa are waiting for you
1349,1432,"you know where you hope this train will take you, but you can't know for sure.",1460,MAL,140,"you know where you hope this train will take you, but you can't know for sure."
1350,1433," mal, look at me",1463,COBB,140," mal, look at me"
1351,1434, but it doesn't matter.,1463,MAL,140, but it doesn't matter.
1352,1435," mal, goddamn it",1465,COBB,140," mal, goddamn it"
1353,1436,"mal, listen to me",1465,COBB,140,"mal, listen to me"
1354,1437, because you'll be together.,1465,MAL,140, because you'll be together.
1355,1438,sweetheart,1468,COBB,140,sweetheart
1356,1439,look at me,1468,COBB,140,look at me
1357,1440,"mal, no",1468,COBB,140,"mal, no"
1358,1441,jesus christ,1468,COBB (V.O.),140,jesus christ
1359,1442,she had herself declared sane by three different psychiatrists.,1471,COBB (V.O.),142,she had herself declared sane by three different psychiatrists.
1360,1443,it made it impossible for me to try to explain the nature of her madness.,1473,COBB (V.O.),142,it made it impossible for me to try to explain the nature of her madness.
1361,1444,so i ran.,1474,COBB (V.O.),142,so i ran.
1362,1446,"man right now, or never, cobb.",1476,LAWYER,143,"man right now, or never, cobb."
1363,1448,james  phillipa,1484,WOMAN,143,james  phillipa
1364,1449,come on in,1484,WOMAN,143,come on in
1365,1450,come on,1484,WOMAN,143,come on
1366,1451,"all right, let's go.",1484,COBB,143,"all right, let's go."
1367,1452,i left my children behind and i've been trying to buy my way back ever since.,1486,COBB,143,i left my children behind and i've been trying to buy my way back ever since.
1368,1453,your guilt defines her.,1487,ARIADNE,143,your guilt defines her.
1369,1454,it's what powers her.,1487,ARIADNE,143,it's what powers her.
1370,1455,but you are not responsible for the idea that destroyed her.,1489,ARIADNE,143,but you are not responsible for the idea that destroyed her.
1371,1456,and if we are gonna succeed in this...,1490,ARIADNE,143,and if we are gonna succeed in this...
1372,1457,"...you have to forgive yourself, and you're gonna have to confront her.",1491,ARIADNE,143,"...you have to forgive yourself, and you're gonna have to confront her."
1373,1458,but you don't have to do that alone.,1492,COBB,143,but you don't have to do that alone.
1374,1459," no, you're not...",1492,COBB,144," no, you're not..."
1375,1460,i'm doing it for the others.,1493,ARIADNE,144,i'm doing it for the others.
1376,1460,because they have no idea the risk they've taken coming down here with you.,1493,ARIADNE,144,because they have no idea the risk they've taken coming down here with you.
1377,1461,we have to move.,1497,COBB,144,we have to move.
1378,1462,time's up.,1498,COBB,144,time's up.
1379,1463,all right.,1498,FISHER,144,all right.
1380,1464,i don't know any combination.,1498,FISCHER,144,i don't know any combination.
1381,1465," not consciously, anyway.",1498,FISCHER,144," not consciously, anyway."
1382,1466,"cobb how about instinctively, huh",1498,COBB,144,"cobb how about instinctively, huh"
1383,1467,i got somebody in your father's office right now ready to tap in the combination.,1498,COBB,144,i got somebody in your father's office right now ready to tap in the combination.
1384,1468,give me the first six numbers that come to your head right now.,1498,COBB,144,give me the first six numbers that come to your head right now.
1385,1469, i have no idea.,1499,FISCHER,144, i have no idea.
1386,1470, right now,1499,COBB,144, right now
1387,1471,"i said, right now",1499,COBB,144,"i said, right now"
1388,1472,right now,1499,COBB,144,right now
1389,1473,"five, two, eight, four, nine, one.",1499,FISCHER,144,"five, two, eight, four, nine, one."
1390,1474,you'll have to do better than that.,1501,COBB,144,you'll have to do better than that.
1391,1475,all right.,1504,COBB,144,all right.
1392,1476,bag them.,1504,COBB,144,bag them.
1393,1477,you're going for a ride.,1504,COBB,144,you're going for a ride.
1394,1478,we're worth more to you alive.,1506,FISCHER,145,we're worth more to you alive.
1395,1479,you hear me,1506,FISCHER,145,you hear me
1396,1480,what'd you get,1507,FISCHER,145,what'd you get
1397,1481,relationship with his father is worse than we imagined.,1507,EAMES,145,relationship with his father is worse than we imagined.
1398,1482,this helps us how,1507,ARTHUR,145,this helps us how
1399,1483,"the stronger the issues, the more powerful the catharsis.",1507,COBB,145,"the stronger the issues, the more powerful the catharsis."
1400,1484, how are we gonna reconcile them,1507,ARTHUR,145, how are we gonna reconcile them
1401,1485, i'm working on that.,1507,EAMES,145, i'm working on that.
1402,1486,work faster.,1510,ARTHUR,145,work faster.
1403,1487,the projections are closing in quick.,1510,ARTHUR,145,the projections are closing in quick.
1404,1488,we gotta break out of here before we're totally boxed in.,1512,ARTHUR,145,we gotta break out of here before we're totally boxed in.
1405,1489,damn it.,1529,ARTHUR,145,damn it.
1406,1490,"you mustn't be afraid to dream a little bigger, darling.",1529,EAMES,145,"you mustn't be afraid to dream a little bigger, darling."
1407,1491,we need to shift his animosity from his father to his godfather.,1534,COBB,146,we need to shift his animosity from his father to his godfather.
1408,1492, destroy his one positive relationship,1536,ARIADNE,146, destroy his one positive relationship
1409,1493," no, repair his relationship with his father...",1536,EAMES,146," no, repair his relationship with his father..."
1410,1494,...whilst exposing his godfather's true nature.,1536,EAMES,146,...whilst exposing his godfather's true nature.
1411,1495,we should charge fischer a lot more than saito for this job.,1536,EAMES,146,we should charge fischer a lot more than saito for this job.
1412,1496,his security is gonna get worse as we go deeper.,1537,ARTHUR,146,his security is gonna get worse as we go deeper.
1413,1497, i think we run with mr. charles.,1539,COBB,146, i think we run with mr. charles.
1414,1498, no.,1539,ARTHUR,146, no.
1415,1499,who's mr. charles,1541,EAMES,146,who's mr. charles
1416,1500, bad idea.,1541,ARTHUR,146, bad idea.
1417,1501,the second we get into that hotel his security's gonna be all over us.,1542,COBB,146,the second we get into that hotel his security's gonna be all over us.
1418,1502,we run with mr. charles like on the stein job.,1542,COBB,146,we run with mr. charles like on the stein job.
1419,1503, you've done it before,1543,EAMES,146, you've done it before
1420,1504,"arthur yeah, and it didn't work.",1543,ARTHUR,146,"arthur yeah, and it didn't work."
1421,1505,the subject realized he was dreaming and his subconscious tore us to pieces.,1544,ARTHUR,146,the subject realized he was dreaming and his subconscious tore us to pieces.
1422,1506,excellent.,1545,EAMES,146,excellent.
1423,1507,"but you learned a lot, right",1545,EAMES,146,"but you learned a lot, right"
1424,1508, i need some kind of distraction.,1547,COBB,146, i need some kind of distraction.
1425,1509,no problem.,1547,EAMES,146,no problem.
1426,1510,how about a lovely lady that i've used before,1547,EAMES,146,how about a lovely lady that i've used before
1427,1511,listen to me.,1548,COBB,146,listen to me.
1428,1512,"you drive carefully, all right",1548,COBB,146,"you drive carefully, all right"
1429,1513,everything down there is gonna be unstable as hell.,1548,COBB,146,everything down there is gonna be unstable as hell.
1430,1514,don't jump too soon.,1552,ARTHUR,146,don't jump too soon.
1431,1515,we only got one shot at that kick.,1552,ARTHUR,146,we only got one shot at that kick.
1432,1516,we gotta make it.,1552,ARTHUR,146,we gotta make it.
1433,1517,i'll play the music to let you know it's coming.,1553,YUSUF,146,i'll play the music to let you know it's coming.
1434,1518,the rest is on you.,1553,YUSUF,146,the rest is on you.
1435,1519, you ready,1556,YUSUF,146, you ready
1436,1520, ready,1556,COBB,146, ready
1437,1521,sweet dreams.,1558,YUSUF,146,sweet dreams.
1438,1522,am i boring you,1560,BLONDE (O.S.),147,am i boring you
1439,1523,i was telling you my story.,1561,BLONDE (CONT'D),147,i was telling you my story.
1440,1524,i guess it wasn't to your liking.,1561,BLONDE (CONT'D),147,i guess it wasn't to your liking.
1441,1525,"um, i have a lot on my mind.",1562,FISCHER,147,"um, i have a lot on my mind."
1442,1526,there goes mr. charles.,1563,ARIADNE,148,there goes mr. charles.
1443,1527,"mr. fischer, right",1565,COBB,149,"mr. fischer, right"
1444,1528,pleasure to see you again.,1566,COBB,149,pleasure to see you again.
1445,1529,rod green from marketing.,1566,COBB,149,rod green from marketing.
1446,1530,l...,1566,COBB,149,l...
1447,1531,hmm.,1566,COBB,149,hmm.
1448,1532, and you must be,1567,COBB,149, and you must be
1449,1533, leaving.,1567,BLONDE,149, leaving.
1450,1534,in case you get bored.,1569,BLONDE,149,in case you get bored.
1451,1535,must've blown you off.,1572,COBB,149,must've blown you off.
1452,1536,"that is, unless her phone number really is only six digits.",1573,COBB,149,"that is, unless her phone number really is only six digits."
1453,1537,"funny way to make friends, someone stealing your wallet like that.",1576,COBB,149,"funny way to make friends, someone stealing your wallet like that."
1454,1539,goddamn it.,1578,FISHER,149,goddamn it.
1455,1540,the wallet alone is worth at least 500...,1578,FISHER,149,the wallet alone is worth at least 500...
1456,1541,"about 500, right",1578,COBB,149,"about 500, right"
1457,1542,don't worry about it.,1578,COBB,149,don't worry about it.
1458,1543,my people are already on it as we speak.,1578,FISHER,149,my people are already on it as we speak.
1459,1544,who or what is mr. charles,1579,ARIADNE,150,who or what is mr. charles
1460,1545,it's a gambit designed to turn fischer against his own subconscious.,1579,ARTHUR,150,it's a gambit designed to turn fischer against his own subconscious.
1461,1546,ariadne and why don't you approve,1580,ARIADNE,150,ariadne and why don't you approve
1462,1547,it involves telling the mark that he's dreaming...,1581,ARTHUR,150,it involves telling the mark that he's dreaming...
1463,1548,...which involves attracting a lot of attention to us.,1581,ARTHUR,150,...which involves attracting a lot of attention to us.
1464,1549, didn't cobb say never to do that,1581,ARIADNE,150, didn't cobb say never to do that
1465,1550, hmm.,1581,ARTHUR,150, hmm.
1466,1551,so now you've noticed how much time...,1581,ARTHUR,150,so now you've noticed how much time...
1467,1552,...cobb spends doing things he says never to do.,1581,ARTHUR,150,...cobb spends doing things he says never to do.
1468,1553,"mr. saito, can i have a moment",1582,BOLNDE,153,"mr. saito, can i have a moment"
1469,1554," i'm sorry, but... man hold on",1583,SAITO,153," i'm sorry, but... man hold on"
1470,1555,wait,1583,SAITO,153,wait
1471,1556,you look a bit perkier.,1585,SAITO,153,you look a bit perkier.
1472,1557,"very amusing, mr. eames.",1586,SAITO,153,"very amusing, mr. eames."
1473,1559,turbulence on the plane,1589,SAITO,153,turbulence on the plane
1474,1560,"no, it's much closer.",1589,EAMES,153,"no, it's much closer."
1475,1561,that's yusuf's driving.,1590,EAMES,153,that's yusuf's driving.
1476,1564,"um, i'm sorry.",1598,FISCHER,155,"um, i'm sorry."
1477,1565,who did you say you were,1598,FISCHER,155,who did you say you were
1478,1566,cobb rod green from marketing.,1598,COBB,155,cobb rod green from marketing.
1479,1567,"but that's not true at all, is it",1599,COBB,155,"but that's not true at all, is it"
1480,1568,my name is mr. charles.,1601,COBB,155,my name is mr. charles.
1481,1569,"you remember me, don't you",1601,COBB,155,"you remember me, don't you"
1482,1570,i'm the head of your security down here.,1601,COBB,155,i'm the head of your security down here.
1483,1571,"get out on a different floor, keep moving.",1603,EAMES,155,"get out on a different floor, keep moving."
1484,1572,dump the wallet.,1604,EAMES,155,dump the wallet.
1485,1573,security will be looking for that.,1604,EAMES,155,security will be looking for that.
1486,1574, okay.,1606,SAITO,155, okay.
1487,1575, we need to buy cobb a little more time.,1606,EAMES,155, we need to buy cobb a little more time.
1488,1577,"security, huh",1608,FISHER,155,"security, huh"
1489,1578, you work for the hotel,1608,FISCHER,155, you work for the hotel
1490,1579," no, no.",1608,COBB,155," no, no."
1491,1580,i specialize in a very specific type of security.,1609,COBB,155,i specialize in a very specific type of security.
1492,1581,subconscious security.,1609,COBB,155,subconscious security.
1493,1582,you're talking about dreams,1610,FISCHER,155,you're talking about dreams
1494,1583,"are you talking about, um, extraction",1610,FISCHER,155,"are you talking about, um, extraction"
1495,1584,i am here to protect you.,1611,COBB,155,i am here to protect you.
1496,1588,"mr. fischer, i'm here to protect you in the event...",1620,COBB,156,"mr. fischer, i'm here to protect you in the event..."
1497,1589,...that someone tries to access your mind through your dreams.,1622,COBB,156,...that someone tries to access your mind through your dreams.
1498,1590,you're not safe here.,1624,COBB,157,you're not safe here.
1499,1591,they're coming for you.,1625,COBB,157,they're coming for you.
1500,1593,"strange weather, isn't it",1634,COBB,159,"strange weather, isn't it"
1501,1594,you feel that,1636,COBB,159,you feel that
1502,1595,what's happening,1638,ARIADNE,160,what's happening
1503,1596,cobb's drawing fischer's attention to the strangeness of the dream...,1638,ARTHUR,160,cobb's drawing fischer's attention to the strangeness of the dream...
1504,1597,...which is making his subconscious look for the dreamer.,1639,ARTHUR,160,...which is making his subconscious look for the dreamer.
1505,1598,for me.,1641,ARTHUR,160,for me.
1506,1599,"quick, give me a kiss.",1641,ARTHUR,162,"quick, give me a kiss."
1507,1600, they're still looking at us.,1642,ARIADNE,162, they're still looking at us.
1508,1601," yeah, it was worth a shot.",1642,ARTHUR,162," yeah, it was worth a shot."
1509,1602,we should probably get out of here.,1642,ARTHUR,162,we should probably get out of here.
1510,1604,you feel that,1649,COBB,162,you feel that
1511,1605,"you've actually been trained for this, mr. fischer.",1649,COBB,162,"you've actually been trained for this, mr. fischer."
1512,1606,"pay attention to the strangeness of the weather, the shift in gravity.",1650,COBB,162,"pay attention to the strangeness of the weather, the shift in gravity."
1513,1607,none of this is real.,1652,COBB,162,none of this is real.
1514,1608,you're in a dream.,1652,COBB,162,you're in a dream.
1515,1609,"now, the easiest way for you to test yourself...",1656,COBB,162,"now, the easiest way for you to test yourself..."
1516,1610,...is to try and remember how you arrived at this hotel.,1656,COBB,162,...is to try and remember how you arrived at this hotel.
1517,1611,can you do that,1656,COBB,162,can you do that
1518,1612,"yeah, i...",1656,FISHER,162,"yeah, i..."
1519,1613,"no, breathe, breathe.",1656,COBB,162,"no, breathe, breathe."
1520,1614,remember your training.,1656,COBB,162,remember your training.
1521,1615,"accept the fact that you're in a dream, and i'm here to protect you.",1658,COBB,162,"accept the fact that you're in a dream, and i'm here to protect you."
1522,1616,go on.,1658,COBB,162,go on.
1523,1617,mmhm.,1658,COBB,162,mmhm.
1524,1618, you're not real,1658,FISCHER,164, you're not real
1525,1619, no.,1658,COBB,164, no.
1526,1620,no.,1659,COBB,164,no.
1527,1621,i'm a projection of your subconscious.,1659,COBB,164,i'm a projection of your subconscious.
1528,1622,i was sent here to protect you in the event...,1659,COBB,164,i was sent here to protect you in the event...
1529,1623,...that extractors tried to pull you into a dream.,1660,COBB,164,...that extractors tried to pull you into a dream.
1530,1624,"and i believe that's what's going on right now, mr. fischer.",1660,COBB,164,"and i believe that's what's going on right now, mr. fischer."
1531,1625,yeah.,1661,FISCHER,166,yeah.
1532,1626,okay.,1661,FISCHER,166,okay.
1533,1627,okay.,1661,FISCHER,166,okay.
